df_index,final_price,list_price,bathrooms,parking,lat,long,mean_district_income,sqft,bedrooms_ag,total_bedrooms,is_house
534,395000,379000,1,0,43.6368133,-79.46816379999999,71204,250.0,1,1,1
535,1415000,1499000,2,1,43.6446488,-79.4156165,70623,1500.0,1,1,0
536,801000,829900,1,3,43.6637383,-79.5839821,47002,2310.1479046836484,3,3,1
537,710000,724000,1,4,43.76018879999999,-79.243507,30878,2310.1479046836484,3,4,1
538,775000,760000,1,2,43.70342309999999,-79.28842999999998,36232,2310.1479046836484,2,2,1
539,2995000,2995000,4,2,43.681693,-79.4118818,165047,2310.1479046836484,4,7,1
540,600000,525000,1,1,43.6397355,-79.3904175,70600,550.0,1,1,0
541,1428000,1550000,5,2,43.748445200000006,-79.45021539999998,51181,4250.0,4,5,1
542,500000,509800,1,1,43.7739128,-79.32935920000001,36359,650.0,1,2,0
543,960000,985000,2,0,43.6751703,-79.3217015,46206,2310.1479046836484,3,4,1
544,1400000,1199000,3,1,43.67842659999999,-79.4242012,54460,2310.1479046836484,3,4,1
545,704000,689999,2,1,43.6742519,-79.45443499999998,41717,1300.0,2,3,1
547,3500000,3695000,2,1,43.6793071,-79.38604090000003,207903,2250.0,1,2,1
548,780000,699000,2,1,43.638175,-79.4153863,70623,850.0,2,2,0
549,575000,599000,1,0,43.6725538,-79.38957099999998,112766,650.0,1,1,0
550,655000,670000,1,2,43.7594691,-79.2380043,30878,2310.1479046836484,2,2,1
551,750000,749000,1,1,43.6456962,-79.3975815,70600,850.0,1,2,0
552,828000,848000,2,1,43.64580910000001,-79.37568189999998,70600,850.0,2,2,0
554,680000,680000,2,3,43.7331528,-79.25320909999998,30974,2310.1479046836484,2,4,1
557,760000,789000,1,0,43.6848941,-79.3029327,54324,1761.820652173913,2,2,1
558,1360000,1440000,3,4,43.7652492,-79.43419250000002,44576,2310.1479046836484,3,4,1
562,739800,758000,3,2,43.8191271,-79.28160489999998,28085,1761.820652173913,3,4,1
565,495900,469900,1,1,43.629664,-79.4773311,54438,650.0,1,1,0
567,480000,489900,1,1,43.75735419999999,-79.4093577,45326,550.0,1,1,0
568,790000,798000,2,1,43.6417333,-79.414491,70623,950.0,2,2,0
569,656900,659900,1,0,43.6450775,-79.3643417,70600,750.0,1,2,0
570,663000,669900,2,3,43.716278,-79.2759196,36232,1761.820652173913,3,3,1
571,507000,495000,1,1,43.75140570000001,-79.46414809999997,29958,750.0,1,2,0
572,450000,459000,1,0,43.642313,-79.42436640000003,45737,550.0,1,2,0
573,745000,689000,3,2,43.7833985,-79.14041329999998,54045,2310.1479046836484,4,4,1
574,515000,467900,3,1,43.6969481,-79.2737369,26793,2310.1479046836484,3,5,1
575,652000,589000,1,1,43.63447559999999,-79.40158860000003,70623,650.0,1,1,0
576,718000,759000,1,2,43.7106029,-79.3021229,43907,2310.1479046836484,3,3,1
577,1180000,1189999,3,2,43.78208559999999,-79.43428039999998,34904,2310.1479046836484,3,5,1
579,503000,509998,2,1,43.640566,-79.56273890000001,38255,750.0,2,2,0
580,473000,489900,2,1,43.71652750000001,-79.2844518,36232,850.0,2,2,0
581,700000,699000,2,1,43.63666810000001,-79.40044509999998,70623,750.0,2,2,0
582,380000,399000,1,1,43.7723476,-79.44388570000002,32724,750.0,2,2,0
583,860000,899000,2,2,43.6922936,-79.2924788,30430,2310.1479046836484,3,5,1
584,480000,499000,3,1,43.64332320000001,-79.5592386,52787,1500.0,3,4,1
585,629900,629900,1,1,43.68542539999999,-79.3543042,44557,1761.820652173913,2,2,1
586,590000,569900,1,1,43.6745663,-79.3887457,112766,650.0,1,2,0
588,445000,449900,1,0,43.6212493,-79.5216578,52787,650.0,1,2,0
589,970000,999000,2,0,43.6751028,-79.38888809999997,112766,1100.0,2,2,0
590,710000,728999,2,1,43.6252596,-79.4779028,54438,850.0,2,2,0
591,1250000,1299999,3,1,43.671294,-79.46608479999998,49709,1761.820652173913,3,3,1
592,530000,539000,2,3,43.7437607,-79.59876170000003,31771,1500.0,3,4,1
593,308000,309997,1,1,43.7477413,-79.57992209999998,26548,950.0,2,2,0
594,875000,885900,2,4,43.7986369,-79.3747309,47246,1586.3636363636363,3,5,1
595,1280000,1325000,2,4,43.7760722,-79.35805390000002,37379,1750.0,4,4,1
596,582000,599000,1,2,43.6910193,-79.4403318,39803,2310.1479046836484,1,1,1
597,746000,789000,2,5,43.67128659999999,-79.498575,34059,2310.1479046836484,2,2,1
598,421000,426000,1,1,43.7853544,-79.29204050000001,34200,650.0,1,2,0
599,500000,399900,2,1,43.7772704,-79.33683020000002,36346,1100.0,3,3,0
600,730000,735000,2,1,43.69223119999999,-79.3154291,47710,1761.820652173913,3,3,1
601,742000,749900,3,2,43.7992467,-79.27044140000002,30414,1761.820652173913,3,4,1
602,275000,294500,1,1,43.710003,-79.33113440000002,28654,550.0,1,1,0
603,533000,538800,1,1,43.7038164,-79.3998225,89330,250.0,1,1,0
604,765000,725000,2,1,43.6375235,-79.40087700000002,70623,950.0,2,3,0
606,568000,578800,1,1,43.7580713,-79.4031651,45326,650.0,1,2,0
608,818000,818000,2,1,43.6770215,-79.40638489999998,165047,850.0,2,2,0
610,647000,599900,2,1,43.7780172,-79.41662779999999,44576,950.0,2,3,0
611,645000,648800,2,1,43.73099209999999,-79.34441329999999,67757,1100.0,3,3,1
612,1085000,1120000,3,2,43.6677646,-79.32590499999998,46206,1750.0,3,4,1
613,1145000,1149000,3,4,43.737137,-79.44105040000002,51181,2310.1479046836484,3,4,1
614,285000,285000,1,2,43.72577889999999,-79.48075899999998,34168,850.0,2,2,0
615,564900,564900,1,1,43.6360574,-79.470781,71204,750.0,1,2,0
616,423000,434900,1,0,43.7638433,-79.49811369999998,29958,850.0,2,2,1
617,1430000,1489000,4,2,43.6906295,-79.30552209999998,47710,2310.1479046836484,4,5,1
618,945000,1050000,2,1,43.6721944,-79.38786499999998,112766,850.0,2,2,0
619,960000,999888,2,2,43.68901229999999,-79.52896659999998,45615,2310.1479046836484,3,3,1
620,935000,975000,2,1,43.671163,-79.305385,92580,1856.3063063063064,3,3,1
621,1186000,1188000,4,2,43.8274099,-79.2835857,28085,2750.0,4,5,1
622,675000,629000,4,1,43.742982700000006,-79.2255262,32913,1856.3063063063064,3,4,1
624,562000,568800,2,1,43.76798170000001,-79.38799829999998,52035,750.0,1,2,0
625,513000,529900,1,1,43.6256776,-79.4787686,54438,650.0,1,2,0
626,791000,799900,2,2,43.7728069,-79.2416568,30878,1750.0,4,4,1
627,580000,599900,1,1,43.6527574,-79.3665108,58915,650.0,1,1,0
628,650000,669900,2,1,43.6360574,-79.470781,71204,850.0,2,2,0
629,425000,399900,1,0,43.6360574,-79.470781,71204,250.0,1,1,0
630,900000,933000,2,6,43.7025653,-79.48262640000002,32483,2310.1479046836484,3,3,1
632,680000,689000,3,2,43.766238,-79.2869233,31692,1700.0,3,4,1
633,1200000,1225000,2,1,43.6514777,-79.49385219999998,144642,1300.0,2,2,0
638,1015000,1049000,2,0,43.6795445,-79.33276140000002,48511,1750.0,3,4,1
639,3800000,3950000,5,2,43.67918220000001,-79.391453,112766,4374.0,4,5,1
640,684000,688000,2,1,43.6227486,-79.481943,54438,750.0,2,2,0
642,365000,359900,1,1,43.7806198,-79.30527059999999,34200,950.0,2,2,0
643,400000,389000,1,1,43.7816907,-79.41438529999998,45212,250.0,1,1,0
645,378000,385900,1,2,43.801356,-79.31781649999998,31826,850.0,2,2,0
646,469000,469900,2,1,43.7041269,-79.3490983,28875,950.0,2,2,0
648,365000,360000,1,1,43.7317441,-79.5772925,31771,750.0,1,2,0
651,720000,599900,2,4,43.7211547,-79.5839893,31771,1750.0,3,4,1
657,462000,499900,2,2,43.6426028,-79.55880739999998,52787,1500.0,3,3,0
658,510000,449990,1,0,43.6431876,-79.4224938,45737,250.0,1,1,0
664,1367800,1450000,2,1,43.7110463,-79.40883099999998,89330,2310.1479046836484,3,3,1
668,1015000,1098888,2,1,43.6404783,-79.39496989999998,70600,1300.0,3,3,0
669,980000,999000,2,0,43.674316,-79.30035079999998,92580,1761.820652173913,2,3,1
674,830000,849900,2,4,43.7191468,-79.5478091,32012,1750.0,4,4,1
676,2268000,2248800,4,2,43.66149420000001,-79.45585799999998,57465,2310.1479046836484,4,5,1
677,985000,899900,4,3,43.7749596,-79.2944622,34200,2310.1479046836484,3,6,1
678,839000,839000,3,6,43.72505220000001,-79.5845975,31771,1750.0,3,5,1
681,455800,449900,1,1,43.7754057,-79.33617819999998,36359,550.0,1,1,0
682,900000,949800,2,8,43.6911174,-79.55661219999998,36674,2310.1479046836484,3,4,1
683,528000,528000,1,0,43.665271,-79.4476835,39740,650.0,1,2,0
684,815000,749900,3,1,43.67270739999999,-79.31469369999998,55199,1300.0,2,2,1
690,685000,694900,3,1,43.7263441,-79.521985,34168,1750.0,3,4,1
693,860000,899800,2,4,43.73379930000001,-79.5528236,32815,1300.0,3,3,1
694,585000,599999,2,1,43.6946819,-79.27341440000002,26793,850.0,2,2,0
695,398000,360000,1,1,43.778949,-79.2813187,31825,550.0,1,1,0
696,958000,949000,3,2,43.787494,-79.34286970000002,37379,1300.0,3,3,1
697,487500,499800,2,1,43.7338126,-79.5351847,39003,950.0,2,2,1
698,429900,429900,2,1,43.708035,-79.47860959999998,32483,750.0,2,2,0
699,1181000,1190000,3,2,43.673996,-79.55562440000001,99055,2310.1479046836484,4,4,1
700,499000,490000,2,1,43.7251358,-79.47997889999998,34168,950.0,2,3,1
701,423000,399800,1,0,43.6360574,-79.470781,71204,250.0,1,1,0
702,808888,848000,4,1,43.8203896,-79.27501020000003,28085,2310.1479046836484,3,3,1
703,666500,689000,2,1,43.6617014,-79.35327609999999,53803,850.0,2,2,1
704,615000,579990,1,1,43.643012,-79.406201,70623,650.0,1,1,0
705,603000,609900,2,1,43.6227968,-79.48335139999998,54438,750.0,2,2,0
706,831000,845000,2,3,43.68064150000001,-79.46676289999998,33316,2310.1479046836484,2,3,1
707,795000,799888,2,3,43.7108623,-79.51302740000001,39003,2310.1479046836484,3,4,1
708,530000,529000,2,1,43.7748786,-79.4132928,45326,650.0,1,2,0
709,680000,684900,2,1,43.6364097,-79.40200340000001,70623,850.0,1,1,0
710,850000,859000,3,3,43.7963347,-79.28396520000003,31825,900.0,3,3,1
711,499000,468000,1,1,43.7749276,-79.33551,36359,650.0,1,2,0
712,745000,769900,3,1,43.8268303,-79.2785995,28085,2310.1479046836484,3,4,1
713,877000,798000,4,1,43.81644489999999,-79.3326713,31786,1750.0,4,4,1
714,737000,749900,2,1,43.6427483,-79.427444,45737,850.0,2,3,0
715,750888,799000,2,3,43.6670566,-79.34987790000002,73253,2310.1479046836484,2,3,1
716,549900,549900,1,0,43.66063010000001,-79.36452890000002,34597,650.0,1,1,1
717,761000,699900,2,5,43.7345715,-79.2733791,31383,2310.1479046836484,3,5,1
718,665000,599000,2,2,43.73874170000001,-79.5530995,32815,900.0,3,3,1
719,648000,649000,2,1,43.6535579,-79.3688205,58915,650.0,2,2,0
720,675000,599000,1,3,43.70025379999999,-79.5282052,45615,2310.1479046836484,2,3,1
722,451000,443900,2,1,43.7246581,-79.61542779999998,31771,850.0,2,2,0
724,1272000,1280000,2,3,43.761222,-79.4033257,45326,2310.1479046836484,3,4,1
725,751500,759900,2,4,43.7225686,-79.56302699999998,34418,2310.1479046836484,3,3,1
726,1680000,1749000,3,4,43.67231029999999,-79.51496279999998,101551,3250.0,4,4,1
727,1009500,799000,2,1,43.6799615,-79.4495584,41717,1761.820652173913,3,4,1
728,730000,769000,3,3,43.7562063,-79.602491,31771,2310.1479046836484,3,5,1
729,595000,599900,1,1,43.6480053,-79.3968338,70600,650.0,1,1,0
730,798000,798000,2,1,43.7089649,-79.39298490000002,57039,750.0,2,2,0
731,541000,548888,2,1,43.7958866,-79.4270483,34904,1100.0,2,2,0
733,255000,269998,1,1,43.7667318,-79.19627940000002,33323,750.0,2,2,0
738,500400,525600,2,1,43.7297438,-79.44202209999997,48134,1500.0,3,3,0
740,745000,769900,2,1,43.69424129999999,-79.3156556,47710,1761.820652173913,2,2,1
741,735000,749000,2,3,43.77453660000001,-79.21667509999997,32291,2310.1479046836484,3,4,1
742,568000,569969,1,0,43.7089649,-79.39298490000002,57039,550.0,1,2,0
744,835000,818800,2,2,43.6776292,-79.45841,33528,900.0,3,3,1
745,610000,599900,2,2,43.6808981,-79.46513689999998,33316,1750.0,4,4,1
746,725000,785000,1,1,43.642307,-79.40252059999997,70623,750.0,1,2,0
753,625000,625000,1,1,43.6441737,-79.38942089999998,70600,550.0,1,1,0
755,512000,519900,1,1,43.697379,-79.38971939999998,57039,650.0,1,1,0
759,975000,975000,3,2,43.62080200000001,-79.50811390000001,54438,1750.0,3,3,1
760,475000,449800,1,2,43.7728097,-79.26176509999998,33256,750.0,1,2,0
762,2300000,2800000,3,3,43.6753246,-79.42905350000002,54460,2310.1479046836484,3,3,1
763,1032000,899000,2,2,43.6299487,-79.5070973,64140,2310.1479046836484,2,2,1
765,1175000,1250000,1,1,43.7244568,-79.42235759999998,123077,1300.0,2,2,1
768,400100,399900,2,1,43.65523169999999,-79.570571,47002,1700.0,3,3,0
769,600000,550000,1,1,43.6430945,-79.40374969999998,70623,850.0,1,2,0
770,465900,459900,1,1,43.64028460000001,-79.5598172,52787,650.0,1,2,0
771,381000,399900,1,0,43.6522266,-79.39826219999998,37422,250.0,0,0,0
772,644000,659000,2,2,43.8007222,-79.31659350000002,31826,1900.0,2,2,0
774,418500,410000,1,1,43.77409,-79.2498179,30878,650.0,1,1,0
775,830000,849000,5,2,43.7049602,-79.27263509999999,36232,1856.3063063063064,3,5,1
781,580000,579900,2,1,43.8017665,-79.3154454,31826,1300.0,3,5,1
784,925000,939000,2,1,43.6687178,-79.3839957,53583,850.0,2,2,0
788,706000,599000,1,0,43.64687869999999,-79.39721259999997,70600,750.0,1,1,0
791,1098000,1100000,2,5,43.7353696,-79.4921031,34168,2310.1479046836484,3,4,1
792,875000,849000,1,0,43.6519479,-79.45082819999998,50580,1750.0,3,3,1
794,726000,700000,2,1,43.7011783,-79.44606859999998,34768,1100.0,2,3,0
796,360000,299000,1,0,43.66472329999999,-79.38408359999998,53583,250.0,0,0,0
807,444900,444900,1,0,43.6666471,-79.4482065,39740,550.0,1,2,0
808,365000,384900,2,1,43.7583999,-79.58646920000002,26548,950.0,1,2,0
810,575000,559000,1,0,43.655111,-79.3756429,53583,550.0,1,1,0
811,900888,799800,2,0,43.65811779999999,-79.41994059999998,58071,1761.820652173913,2,2,1
812,625000,599000,2,1,43.6368544,-79.39662009999998,70600,850.0,2,2,0
813,1090000,1099000,2,1,43.6583972,-79.48667270000001,71888,1300.0,3,3,1
814,4300000,4580000,4,8,43.7353314,-79.401822,308010,2310.1479046836484,4,4,1
815,350000,349000,1,1,43.6968278,-79.29341240000002,30430,1100.0,2,2,0
816,736000,745000,1,1,43.6460983,-79.37605490000001,70600,650.0,1,2,0
817,415000,424900,2,1,43.6279799,-79.56196829999998,62378,1100.0,3,3,0
818,801000,799999,2,1,43.68964550000001,-79.34292370000001,51846,900.0,1,2,1
819,830000,869000,3,3,43.7249529,-79.58314820000002,31771,1750.0,4,6,1
820,1260000,1495000,2,4,43.7612179,-79.406448,45326,2310.1479046836484,3,5,1
821,569900,569900,2,1,43.6443244,-79.5285944,52787,850.0,2,2,0
822,1060000,1099000,2,1,43.6866227,-79.32413919999998,55225,1761.820652173913,3,3,1
824,999000,899000,2,1,43.6636772,-79.3613675,63012,1300.0,1,2,0
825,801000,769000,2,5,43.68535429999999,-79.4716392,33316,2310.1479046836484,3,4,1
826,1085000,1149000,3,2,43.6245272,-79.48527109999998,54438,1500.0,3,4,0
827,750000,768000,2,2,43.7438123,-79.2545196,33256,2310.1479046836484,3,3,1
828,525000,525000,1,1,43.6500245,-79.52907090000002,52787,750.0,1,1,0
829,560000,572500,1,1,43.6398029,-79.4147526,70623,650.0,1,1,0
830,765000,767000,3,2,43.7419126,-79.2439926,30033,1750.0,3,3,1
831,798000,799900,3,1,43.59678599999999,-79.53452929999997,47384,1300.0,3,3,1
832,740000,695000,2,1,43.7046042,-79.38901,57039,950.0,1,2,0
833,1400700,1099000,2,1,43.6483573,-79.47999,71204,1300.0,3,4,1
834,1296000,999900,3,2,43.7547117,-79.4634888,45936,2310.1479046836484,3,6,1
835,1010000,999000,2,4,43.7162745,-79.4849839,37108,2310.1479046836484,3,4,1
837,1145000,1149900,2,6,43.5994273,-79.5463056,47709,1750.0,4,4,1
838,670000,749900,2,7,43.7979878,-79.21511070000003,29573,2310.1479046836484,3,5,1
839,1320000,1389000,3,2,43.7754495,-79.422116,44576,2310.1479046836484,3,4,1
840,1033000,1098000,3,2,43.77795070000001,-79.4266282,34904,2250.0,3,4,1
841,1018000,1028000,2,1,43.6402232,-79.395951,70600,1100.0,2,3,0
843,540000,549900,3,1,43.77767460000001,-79.21173370000002,32291,1100.0,3,3,1
850,380000,379900,2,1,43.7582614,-79.58848069999998,26548,950.0,2,2,0
852,650000,599000,2,1,43.6675301,-79.49087270000003,34059,2310.1479046836484,3,3,1
853,700000,649000,1,1,43.64804779999999,-79.48721540000003,71204,650.0,1,2,0
854,720000,678800,1,1,43.6685778,-79.3844795,53583,650.0,1,2,0
856,503000,458800,1,1,43.7340513,-79.44806290000002,51181,650.0,1,1,0
857,470000,438000,1,1,43.75655649999999,-79.4086248,45326,550.0,1,1,0
860,740000,699000,1,1,43.63876339999999,-79.41931000000002,70623,750.0,1,2,0
861,1615000,1699000,5,4,43.7386697,-79.44104300000002,51181,2310.1479046836484,3,4,1
863,445000,399999,1,1,43.6826838,-79.51108570000002,101551,650.0,1,1,0
864,510000,449900,1,0,43.64618839999999,-79.39723579999998,70600,550.0,1,1,0
865,1205000,1228000,2,1,43.6471655,-79.3973467,70600,1100.0,3,3,0
866,730000,729900,2,2,43.7474792,-79.55966339999998,29528,1761.820652173913,3,4,1
867,590000,615000,1,1,43.6373335,-79.4029401,70623,650.0,1,2,0
874,1030000,999000,2,5,43.6911053,-79.26312440000002,54360,1300.0,3,4,1
878,765000,699900,1,1,43.66379179999999,-79.34096699999998,53803,950.0,1,2,0
883,400000,399000,1,1,43.6924968,-79.2884775,26793,750.0,1,1,0
884,432000,399000,2,2,43.7243627,-79.2516663,30974,950.0,2,3,0
885,800000,788000,2,2,43.7179171,-79.5850712,31771,2310.1479046836484,3,3,1
886,512500,529000,1,0,43.6970486,-79.39415600000002,57039,550.0,1,2,0
888,431000,399000,2,1,43.7081714,-79.31048919999998,43907,950.0,2,3,0
892,989000,949900,2,4,43.67601810000001,-79.3053467,92580,1761.820652173913,3,3,1
893,715000,719900,1,1,43.69518060000001,-79.31707340000001,51846,2310.1479046836484,2,2,1
895,1635000,1729000,3,1,43.64895300000001,-79.3857683,56526,1500.0,2,2,0
896,2245000,2298000,6,2,43.7844294,-79.3934447,45326,3250.0,4,5,1
897,770000,789900,3,2,43.7427394,-79.19843209999998,53203,2310.1479046836484,4,4,1
898,1125000,1138000,3,0,43.65877529999999,-79.41623799999998,58071,2250.0,3,4,1
900,765000,798900,3,2,43.7928005,-79.32056759999998,31826,2310.1479046836484,3,4,1
901,961000,899000,4,4,43.7971954,-79.32131590000002,31826,2310.1479046836484,3,5,1
903,818000,829900,4,3,43.729407,-79.534441,39003,1761.820652173913,3,4,1
904,473000,475000,2,1,43.7960165,-79.32554189999998,31826,1500.0,2,3,0
911,1175000,1200000,3,1,43.6830944,-79.3360161,55225,1761.820652173913,3,4,1
913,980000,999000,5,3,43.7302964,-79.53493569999998,39003,2750.0,5,5,1
914,680000,675000,2,3,43.7926605,-79.1363348,39556,2310.1479046836484,2,3,1
917,621000,638800,2,1,43.6757014,-79.46041059999997,33528,1856.3063063063064,2,3,1
918,785000,789900,2,2,43.73415749999999,-79.55720490000002,32815,2310.1479046836484,3,5,1
920,2380000,2650000,3,2,43.6685636,-79.39545809999998,112766,1500.0,2,3,0
923,1190000,1199900,5,4,43.708444,-79.46614770000002,38527,2750.0,6,8,1
924,495000,509000,2,1,43.79529489999999,-79.42823539999998,34904,950.0,2,2,0
925,510000,449000,1,1,43.7505279,-79.46402940000002,29958,750.0,1,2,0
926,1268000,1499000,3,4,43.7584206,-79.42205059999998,72371,2310.1479046836484,4,6,1
929,539000,543880,2,1,43.7748786,-79.4132928,45326,650.0,1,2,0
930,605000,629000,1,0,43.66721090000001,-79.3891532,56526,250.0,0,0,0
931,1235000,999000,3,1,43.6825131,-79.3061199,54324,1761.820652173913,3,3,1
932,430000,440000,1,0,43.6405881,-79.42482740000001,35207,250.0,1,1,0
933,1459000,1298800,3,2,43.66447539999999,-79.32955240000003,53803,2310.1479046836484,3,4,1
934,640000,649900,1,1,43.706541,-79.3919482,57039,650.0,1,2,0
935,1100000,1195000,2,2,43.7646659,-79.40949590000002,45326,1900.0,2,2,0
936,743000,749900,2,1,43.6668646,-79.46448149999998,49709,950.0,2,3,0
937,610000,610000,3,1,43.7935187,-79.43999699999998,34904,1300.0,3,5,1
938,801000,836000,2,1,43.6521213,-79.44986089999998,50580,750.0,2,2,0
939,1850000,1695000,4,2,43.69056810000001,-79.4340606,39803,2310.1479046836484,3,4,1
940,630000,625000,1,0,43.653194,-79.3686365,58915,750.0,2,2,0
941,887500,749000,2,1,43.6897177,-79.44273179999998,39803,2310.1479046836484,2,3,1
942,650000,659900,2,3,43.6994781,-79.4969825,32483,2310.1479046836484,3,3,1
943,558000,499900,2,1,43.6760498,-79.49604509999998,34059,1100.0,2,2,1
944,668800,668800,2,2,43.6227486,-79.481943,54438,850.0,2,3,0
945,568000,499900,1,0,43.6387593,-79.39963639999998,70600,650.0,1,2,0
946,836500,748000,2,1,43.6957297,-79.4564968,34768,2310.1479046836484,2,2,1
947,494500,403000,1,0,43.6743527,-79.2808343,54360,850.0,2,2,0
948,980000,999000,2,1,43.6419033,-79.41346829999998,70623,1100.0,2,2,0
949,1220750,1128000,2,0,43.66231699999999,-79.46346240000003,49709,2310.1479046836484,6,7,1
950,998000,1059000,2,2,43.6565549,-79.56093919999998,47002,2310.1479046836484,3,5,1
951,1285000,1099900,3,2,43.66374039999999,-79.42483899999998,39740,1761.820652173913,3,3,1
952,540000,505000,1,1,43.6244864,-79.490482,54438,750.0,1,1,0
954,888000,749000,2,3,43.71131920000001,-79.26773419999998,36232,2310.1479046836484,3,3,1
955,880000,899000,2,1,43.6480053,-79.3968338,70600,1100.0,2,2,0
956,921000,799999,1,5,43.6638579,-79.56305090000002,47002,2310.1479046836484,3,4,1
958,1388000,1388000,2,2,43.6767844,-79.29679909999999,92580,2310.1479046836484,3,3,1
959,840000,849900,2,1,43.6619074,-79.3782085,53583,1300.0,2,3,0
960,615000,599000,1,1,43.6299034,-79.4755739,54438,650.0,1,2,0
961,1095000,1128000,3,5,43.7576517,-79.44865240000001,45936,2310.1479046836484,3,4,1
962,827500,899000,1,1,43.66379179999999,-79.34096699999998,53803,1300.0,1,1,0
964,425000,399000,1,1,43.7754238,-79.33748159999998,36359,550.0,1,1,0
965,1090000,1100000,4,3,43.6705862,-79.5022213,34059,2310.1479046836484,3,4,1
968,520000,529900,3,1,43.74712750000001,-79.56473390000002,29528,1300.0,4,4,1
971,1220000,949900,2,1,43.64174970000001,-79.4103695,70623,1100.0,2,2,0
973,1220900,949000,2,2,43.65466800000001,-79.44248189999998,40588,1750.0,4,4,1
974,1050127,929000,2,1,43.66820070000001,-79.3642605,63012,1761.820652173913,1,2,1
